LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtUnfSF,TotalBsmtSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageCars,WoodDeckSF,TotalPorch,GarageFinish,Functional,BsmtCond,LotConfig,LandSlope,BsmtQual,Foundation,FireplaceQu,PavedDrive,BsmtExposure,HouseStyle,Fence,SaleType,LandContour,BsmtFinType1,Neighborhood,Exterior2nd,LotShape,SaleCondition,KitchenQual,MasVnrType,RoofStyle,ExterCond,ExterQual,HeatingQC,Condition1,CentralAir,BldgType,MSZoning,GarageType,Electrical,MoSold,YrSold,YearBuiltlabel,YearRemodAdd_label,SalePrice,target
41,12393,7,5,0,847,847,1948,0,0,2,1,4,1,2,100,48,Fin,Typ,TA,FR2,Gtl,Gd,PConc,Gd,Y,No,2Story,None,WD,Lvl,Unf,CollgCr,VinylSd,IR2,Normal,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,9,2006,1,1,195000,12.18075997
63,13072,6,5,0,1141,1141,1141,0,0,1,1,3,0,2,0,0,Unf,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,1Story,None,WD,Lvl,Unf,SawyerW,VinylSd,Reg,Abnorml,TA,None,Gable,TA,Gd,Ex,RRAe,Y,1Fam,RL,Detchd,SBrkr,3,2006,1,1,142500,11.8671043
64,9037,8,5,32,1048,1476,1484,0,0,2,0,2,1,2,120,33,RFn,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,Av,1Story,None,WD,HLS,GLQ,Timber,VinylSd,IR1,Normal,Ex,BrkFace,Hip,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,12,2007,1,1,265900,12.49087934
65,8158,7,5,252,334,884,1768,1,0,2,1,3,0,2,0,63,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,2Story,None,WD,Lvl,GLQ,CollgCr,VinylSd,Reg,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2008,1,1,224900,12.32341558
83,9849,7,6,0,1689,1689,1689,0,0,2,0,3,0,3,0,56,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,Av,1Story,None,New,Lvl,Unf,Somerst,VinylSd,Reg,Partial,Gd,Stone,Hip,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2007,1,1,248328,12.42250976
85,10625,7,6,81,0,1053,1173,1,0,2,0,3,2,2,0,120,RFn,Typ,TA,Inside,Gtl,Gd,CBlock,TA,Y,Gd,SFoyer,MnPrv,WD,Lvl,GLQ,NWAmes,Plywood,Reg,Family,Gd,BrkFace,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,1,2010,4,4,170000,12.0435596
107,13891,10,5,0,690,2076,2076,1,0,2,1,2,1,3,216,229,Fin,Typ,Gd,Inside,Gtl,Ex,PConc,Gd,Y,Gd,1Story,None,New,Lvl,GLQ,NridgHt,VinylSd,Reg,Partial,Ex,None,Gable,TA,Ex,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,9,2006,1,1,465000,13.04979484
70,11435,8,7,0,792,792,1517,0,0,1,0,3,2,2,0,0,Unf,Typ,TA,Corner,Mod,Gd,PConc,Gd,Y,No,2Story,None,WD,HLS,Unf,Crawfor,Stucco,IR1,Normal,Gd,None,Gable,TA,TA,Fa,Norm,Y,1Fam,RL,Detchd,SBrkr,6,2006,6,6,230000,12.34583894
78,12090,6,7,74,585,585,1868,0,0,3,1,3,1,2,268,259,Fin,Typ,TA,Inside,Gtl,Gd,CBlock,TA,Y,No,SLvl,None,WD,Lvl,Unf,NWAmes,VinylSd,Reg,Abnorml,TA,BrkFace,Hip,TA,TA,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,1,2007,3,1,178000,12.08954445
65,8125,7,5,0,756,756,1553,0,0,2,1,3,0,2,0,45,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,2Story,None,New,Lvl,Unf,Somerst,VinylSd,Reg,Partial,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,FV,Attchd,SBrkr,3,2006,1,1,186500,12.13619188
74,12328,6,5,335,473,1012,1034,1,0,1,0,3,0,3,0,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,Av,SLvl,None,WD,Lvl,GLQ,Mitchel,HdBoard,IR1,Normal,TA,BrkFace,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2010,4,4,169900,12.04297119
60,9600,6,5,0,416,735,2058,0,0,1,1,3,1,2,0,259,Unf,Typ,TA,Inside,Gtl,Gd,BrkTil,Gd,P,No,2.5Unf,None,WD,Lvl,Rec,OldTown,AsbShng,Reg,Normal,TA,None,Gable,TA,TA,Fa,Norm,N,1Fam,RM,Detchd,SBrkr,4,2008,6,6,129500,11.77144388
60,7200,5,7,0,246,876,988,0,0,1,0,3,0,1,0,80,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,BLQ,NAmes,MetalSd,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2007,6,6,119000,11.68688718
93,11160,7,5,0,1045,2110,2110,1,0,2,1,3,2,2,0,0,Fin,Typ,TA,Corner,Gtl,TA,CBlock,TA,Y,No,1Story,None,WD,Lvl,ALQ,NAmes,BrkFace,Reg,Normal,Ex,None,Hip,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,4,2010,5,5,244000,12.4049276
92,3136,7,5,163,1405,1405,1405,0,0,2,0,2,1,2,148,36,RFn,Typ,TA,Corner,Gtl,Gd,PConc,Gd,Y,No,1Story,None,WD,Lvl,Unf,NridgHt,Wd Shng,IR1,Normal,Gd,Stone,Gable,TA,Gd,Ex,Norm,Y,TwnhsE,RL,Attchd,SBrkr,3,2006,1,1,171750,12.05380103
62,9858,5,6,0,354,864,874,1,0,1,0,3,0,1,33,0,RFn,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,GdWo,WD,Lvl,BLQ,Mitchel,HdBoard,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,11,2009,5,5,130000,11.77529742
80,17542,7,7,0,36,1192,2167,1,0,2,1,3,2,2,220,47,RFn,Typ,TA,Inside,Gtl,TA,CBlock,Gd,Y,Gd,2Story,MnPrv,WD,Lvl,LwQ,Veenker,Wd Sdng,IR1,Normal,Gd,None,Gable,TA,Gd,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2007,4,1,294000,12.59133845
60,6931,7,5,92,746,746,1656,0,0,2,1,3,1,2,178,128,Fin,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,No,2Story,None,WD,Lvl,Unf,Edwards,VinylSd,Reg,Normal,Gd,Stone,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,7,2008,1,1,165400,12.01612811
52,6240,6,6,0,459,884,1367,0,0,1,0,3,1,1,0,120,Unf,Typ,Fa,Inside,Gtl,TA,BrkTil,Gd,Y,No,1.5Fin,None,WD,Lvl,LwQ,BrkSide,Wd Sdng,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RM,Detchd,FuseA,11,2007,6,6,127500,11.75587949
91,14303,8,5,554,672,1986,1987,1,0,2,0,2,1,2,262,36,Fin,Typ,TA,Corner,Gtl,Gd,PConc,TA,Y,Gd,1Story,None,WD,Lvl,GLQ,NoRidge,HdBoard,IR1,Normal,Gd,BrkFace,Hip,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,8,2008,2,2,301500,12.61652861
56,4060,5,8,0,864,864,864,0,0,1,0,2,0,0,0,96,None,Typ,TA,Corner,Gtl,Fa,PConc,None,Y,No,1Story,None,WD,Lvl,Unf,Edwards,Wd Sdng,Reg,Normal,TA,None,Gable,TA,TA,Ex,Feedr,Y,1Fam,RL,None,SBrkr,7,2009,6,6,99900,11.51193497
59,9587,7,5,182,201,856,1166,1,0,2,0,2,0,2,212,0,Fin,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,Gd,SLvl,None,WD,Lvl,GLQ,Gilbert,VinylSd,IR1,Normal,Gd,Stone,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2008,1,1,190000,12.15478461
65,9750,6,8,0,14,1054,1054,1,0,1,1,3,0,2,180,80,Unf,Typ,TA,FR2,Gtl,Gd,CBlock,None,Y,No,1Story,None,WD,Lvl,ALQ,NAmes,HdBoard,Reg,Normal,TA,None,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2008,5,5,151000,11.92504174
64,24682,6,5,0,841,841,1675,0,0,2,1,3,1,2,0,103,Fin,Typ,TA,CulDSac,Gtl,Gd,PConc,TA,Y,No,2Story,None,WD,Lvl,Unf,Gilbert,VinylSd,IR3,Normal,TA,None,Gable,TA,TA,Ex,RRAn,Y,1Fam,RL,BuiltIn,SBrkr,6,2009,2,2,181000,12.10625784
80,9600,5,6,0,546,1050,1050,0,0,1,0,2,0,1,0,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,Rec,NAmes,MetalSd,Reg,Normal,TA,None,Hip,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2009,6,6,128900,11.76679995
80.5,11250,4,5,0,1104,1104,1788,1,0,1,0,5,2,1,120,0,Unf,Min2,TA,Inside,Gtl,TA,CBlock,TA,Y,Av,1.5Fin,None,WD,Lvl,Unf,ClearCr,Wd Sdng,Reg,Normal,TA,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,FuseA,11,2009,6,3,161500,11.99226661
60,13515,6,6,0,764,764,1824,0,0,1,0,3,1,2,0,126,Unf,Typ,TA,Inside,Gtl,TA,PConc,Gd,N,No,2Story,GdPrv,WD,Lvl,Unf,BrkSide,Wd Sdng,Reg,Normal,TA,None,Gambrel,TA,TA,Ex,Norm,Y,1Fam,RL,Detchd,FuseA,7,2007,6,6,180500,12.1034916
34,4060,6,5,0,1139,1405,1337,1,0,2,0,2,0,2,144,68,Fin,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,1Story,None,COD,Lvl,GLQ,NAmes,MetalSd,Reg,Abnorml,Gd,None,Gable,TA,Gd,Ex,Norm,Y,TwnhsE,RH,Attchd,SBrkr,8,2008,2,2,181000,12.10625784
35,3735,7,5,218,241,691,1452,1,0,2,1,3,0,2,0,34,Unf,Typ,TA,FR3,Gtl,Gd,PConc,None,Y,No,2Story,None,WD,Lvl,GLQ,Somerst,MetalSd,Reg,Normal,Gd,BrkFace,Hip,TA,Gd,Ex,Norm,Y,TwnhsE,FV,Detchd,SBrkr,3,2006,2,2,183900,12.12215285
60,10120,7,4,0,925,925,1889,0,0,1,1,4,1,1,0,264,Unf,Typ,TA,Inside,Gtl,TA,CBlock,Gd,N,No,2.5Unf,MnPrv,WD,Bnk,Unf,OldTown,Wd Sdng,IR1,Normal,TA,None,Hip,TA,Fa,TA,Feedr,N,2fmCon,RM,Detchd,FuseF,1,2007,6,6,122000,11.71178452
89,13214,9,5,0,2002,2002,2018,0,0,2,0,3,1,3,144,76,Fin,Typ,TA,Inside,Gtl,Ex,PConc,Gd,Y,Gd,1Story,None,WD,HLS,Unf,Timber,CmentBd,IR1,Normal,Ex,None,Hip,TA,Ex,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2010,1,1,378500,12.84397399
70,14100,8,9,632,536,728,3447,0,0,3,1,4,2,3,314,12,Unf,Typ,TA,Inside,Mod,TA,CBlock,Gd,Y,Mn,1.5Fin,GdWo,WD,Lvl,Rec,Crawfor,Stucco,IR1,Normal,Gd,BrkFace,Gable,Gd,TA,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,5,2008,6,2,381000,12.85055728
78,11344,5,5,180,414,874,1524,0,0,1,1,3,0,1,0,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1.5Fin,GdWo,WD,Lvl,BLQ,NAmes,MetalSd,Reg,Normal,TA,BrkFace,Gable,TA,TA,TA,Feedr,Y,1Fam,RL,Attchd,FuseA,7,2007,6,6,144000,11.87757552
80.5,23595,7,6,0,74,1332,1524,2,0,0,1,0,1,2,268,0,Fin,Typ,TA,Inside,Sev,Gd,PConc,TA,Y,Gd,1Story,None,WD,Low,GLQ,ClearCr,Plywood,Reg,Normal,Gd,None,Shed,TA,Gd,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,4,2010,4,4,260000,12.46844076
80,9156,6,7,0,1489,1489,1489,0,0,2,0,3,1,2,0,0,RFn,Typ,TA,Inside,Gtl,TA,CBlock,Gd,Y,No,1Story,None,WD,Lvl,Unf,NWAmes,BrkFace,IR1,Normal,Gd,None,Hip,TA,TA,Gd,PosN,Y,1Fam,RL,Attchd,SBrkr,8,2009,5,5,185750,12.13216235
72,13526,5,6,114,0,935,935,1,0,1,0,3,0,1,180,0,Unf,Typ,TA,CulDSac,Gtl,TA,CBlock,None,Y,No,1Story,MnPrv,WD,Lvl,BLQ,Sawyer,Plywood,IR1,Normal,TA,BrkFace,Hip,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,11,2006,5,5,137000,11.8277435
124,11512,6,7,84,300,1019,1357,1,0,1,0,2,1,1,0,163,RFn,Typ,TA,Corner,Gtl,TA,CBlock,Gd,Y,Av,SLvl,GdPrv,WD,Lvl,ALQ,Edwards,Plywood,IR1,Normal,Ex,BrkFace,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Basment,SBrkr,5,2008,6,1,177000,12.08391066
53,5362,5,6,0,661,661,1250,0,0,2,0,3,1,2,242,81,Unf,Typ,TA,Corner,Gtl,TA,PConc,Gd,Y,No,1.5Fin,None,WD,Lvl,Unf,Crawfor,Wd Shng,Reg,Normal,TA,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Detchd,SBrkr,11,2007,6,1,139000,11.84223641
95,11345,5,5,567,708,928,1920,0,0,2,0,4,0,2,0,0,Unf,Typ,TA,Corner,Gtl,TA,CBlock,None,Y,No,2Story,None,WD,Lvl,Rec,NAmes,AsbShng,Reg,Normal,TA,Stone,Gable,TA,TA,Gd,Feedr,Y,Duplex,RL,Detchd,FuseA,7,2007,6,6,137000,11.8277435
80,12936,6,6,0,130,723,1395,0,1,1,1,3,1,2,294,116,Unf,Typ,Gd,CulDSac,Gtl,TA,CBlock,TA,Y,No,2Story,None,WD,Lvl,BLQ,NWAmes,Plywood,IR1,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,12,2009,4,4,162000,11.99535779
80,17871,6,5,359,1152,1680,1724,1,0,1,1,3,1,2,0,0,RFn,Typ,TA,CulDSac,Gtl,Gd,CBlock,Gd,Y,Av,SLvl,None,WD,Lvl,ALQ,NWAmes,HdBoard,IR1,Normal,TA,BrkFace,Gable,TA,TA,Fa,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2009,5,4,197900,12.19552218
75,9473,8,5,0,324,1128,2031,1,0,2,1,3,1,2,0,211,RFn,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,No,2Story,None,WD,Lvl,GLQ,CollgCr,VinylSd,Reg,Normal,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,3,2008,1,1,237000,12.37581964
60,7500,4,4,0,698,698,1128,0,0,1,0,2,0,2,30,164,RFn,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1.5Fin,None,COD,Lvl,Unf,IDOTRR,MetalSd,Reg,Abnorml,TA,None,Gable,Gd,TA,TA,Norm,Y,1Fam,C (all),Detchd,FuseA,4,2010,6,6,68400,11.13314272
67,9808,7,5,110,785,1573,1573,1,0,2,0,3,0,2,0,72,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,1Story,None,WD,Lvl,GLQ,CollgCr,VinylSd,IR1,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,3,2009,1,1,227000,12.3327097
50,8049,7,5,54,256,1309,1339,1,0,2,0,2,1,2,0,148,Fin,Typ,TA,CulDSac,Gtl,Gd,CBlock,TA,Y,No,1Story,None,WD,Lvl,ALQ,Timber,HdBoard,IR1,Normal,TA,BrkFace,Hip,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2006,2,2,180000,12.10071769
61,8800,5,7,0,364,1040,1040,0,0,2,0,3,0,2,0,288,Unf,Typ,TA,Inside,Gtl,Gd,CBlock,None,Y,Mn,1Story,None,WD,Lvl,LwQ,CollgCr,HdBoard,IR1,Normal,Gd,None,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Detchd,SBrkr,9,2009,4,1,150500,11.92172501
94,9400,6,5,0,912,912,1824,0,0,2,2,4,0,0,128,0,None,Typ,TA,Corner,Gtl,TA,CBlock,None,Y,Av,2Story,None,WD,Low,Unf,Mitchel,Wd Shng,Reg,Normal,TA,None,Mansard,TA,TA,TA,Norm,Y,Duplex,RL,None,SBrkr,4,2010,4,4,139000,11.84223641
50,9638,6,7,0,804,804,2447,0,0,2,0,4,1,1,272,158,Unf,Min2,TA,Inside,Gtl,TA,PConc,Gd,Y,No,1.5Fin,None,WD,Lvl,Unf,SWISU,Wd Shng,Reg,Normal,Gd,None,Gable,TA,TA,Ex,Feedr,Y,1Fam,RL,Detchd,SBrkr,3,2010,6,2,169000,12.03765991
50,6000,6,6,0,780,780,1412,0,0,1,0,4,1,1,45,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,Gd,Y,No,1.5Fin,None,WD,Lvl,Unf,BrkSide,MetalSd,Reg,Normal,TA,None,Gable,Fa,TA,Ex,Norm,Y,1Fam,RM,Detchd,FuseF,5,2009,6,6,132500,11.79434547
80,9790,6,5,451,678,1328,1328,1,0,1,1,3,2,2,0,26,Unf,Typ,TA,Inside,Gtl,TA,CBlock,Gd,Y,No,1Story,None,WD,Lvl,ALQ,NWAmes,HdBoard,Reg,Normal,TA,BrkFace,Hip,TA,TA,TA,Feedr,Y,1Fam,RL,Attchd,SBrkr,6,2010,5,5,143000,11.8706069
80.5,36500,5,5,621,812,1624,1582,0,1,2,0,4,0,2,168,198,Unf,Typ,TA,Inside,Mod,TA,CBlock,None,N,Av,1Story,None,WD,Low,Rec,ClearCr,Wd Sdng,IR1,Normal,TA,BrkCmn,Gable,Gd,TA,Fa,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2006,5,5,190000,12.15478461
40,5664,8,5,0,343,1501,1659,1,0,2,0,2,1,2,212,59,Fin,Typ,TA,Inside,Gtl,Gd,PConc,Ex,Y,No,1Story,None,WD,Lvl,GLQ,StoneBr,CmentBd,IR1,Normal,Ex,None,Gable,TA,Gd,Ex,Norm,Y,TwnhsE,RL,Attchd,SBrkr,10,2009,1,1,278000,12.53537999
86,11065,8,5,788,1085,1085,1970,0,0,2,1,3,1,3,177,74,Fin,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,Mn,2Story,None,New,Lvl,Unf,NridgHt,VinylSd,IR1,Partial,Ex,Stone,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,10,2006,1,1,281000,12.54611351
73,14112,5,7,86,138,1152,1152,1,0,1,0,3,1,2,227,0,RFn,Typ,TA,Corner,Gtl,TA,PConc,Gd,Y,Av,SLvl,None,WD,Lvl,GLQ,NAmes,HdBoard,IR1,Normal,TA,BrkFace,Hip,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,4,2010,5,5,180500,12.1034916
21,1680,5,7,268,399,630,1302,0,0,2,1,3,0,1,185,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,2Story,None,WD,Lvl,ALQ,BrDale,CmentBd,Reg,Normal,TA,BrkFace,Gable,TA,TA,TA,Norm,Y,Twnhs,RM,Detchd,SBrkr,2,2009,4,4,119500,11.69108002
60,6600,5,4,0,994,994,2372,0,0,2,0,4,0,1,0,287,RFn,Min2,TA,Corner,Gtl,TA,Stone,None,Y,No,2Story,None,WD,Lvl,Unf,OldTown,Wd Sdng,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,N,1Fam,RM,Attchd,SBrkr,12,2009,6,5,107500,11.58525543
78,10140,7,5,0,638,832,1664,0,0,2,1,4,1,2,0,287,RFn,Typ,TA,Inside,Gtl,Gd,PConc,TA,Y,No,2Story,GdWo,WD,Lvl,GLQ,NWAmes,HdBoard,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,3,2006,4,4,162900,12.00089793
60,8172,5,7,0,697,864,864,1,0,1,0,2,0,2,0,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,N,No,1Story,None,WD,Lvl,Rec,Edwards,Plywood,Reg,Normal,TA,None,Hip,TA,TA,TA,Norm,Y,1Fam,RL,Detchd,SBrkr,4,2006,6,2,115000,11.6526961
70,8400,5,5,168,36,1052,1052,1,0,1,1,3,0,1,356,0,RFn,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,Av,1Story,GdWo,WD,Lvl,BLQ,NAmes,HdBoard,Reg,Normal,TA,BrkFace,Hip,TA,TA,Gd,Feedr,Y,1Fam,RL,Attchd,SBrkr,11,2006,5,5,138500,11.83863282
80,8700,5,6,148,344,1120,1128,1,0,2,0,3,0,2,192,143,RFn,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,Mn,1Story,MnPrv,WD,Lvl,ALQ,NAmes,MetalSd,Reg,Normal,TA,BrkFace,Hip,Gd,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,12,2008,5,5,155000,11.95118685
35,3675,6,5,82,0,547,1072,1,0,2,0,2,0,2,0,44,Fin,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,Gd,SFoyer,None,New,Lvl,GLQ,Edwards,VinylSd,Reg,Partial,TA,BrkFace,Gable,TA,TA,Gd,Norm,Y,TwnhsE,RM,Basment,SBrkr,6,2006,1,1,140000,11.84940484
75,7500,5,7,0,0,1246,1246,1,0,1,1,3,0,1,218,0,RFn,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,GdPrv,WD,Lvl,LwQ,NAmes,BrkFace,Reg,Normal,Gd,None,Hip,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2010,6,2,154000,11.94471437
64,10762,7,5,344,284,978,1983,0,0,2,1,3,1,2,0,0,Fin,Typ,TA,CulDSac,Gtl,Gd,PConc,TA,Y,No,2Story,None,WD,Lvl,GLQ,Gilbert,VinylSd,IR1,Normal,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2009,2,2,225000,12.32386013
70,7500,6,7,0,224,771,1494,0,0,1,0,3,2,1,0,224,Unf,Typ,TA,Inside,Gtl,TA,CBlock,Gd,P,No,2Story,None,WD,Bnk,BLQ,Crawfor,Wd Sdng,IR1,Normal,Gd,None,Gable,TA,TA,Fa,Norm,Y,1Fam,RL,Attchd,SBrkr,11,2009,6,6,177500,12.08673152
92,10120,8,5,391,425,1165,2526,1,0,2,1,4,1,3,309,78,RFn,Typ,TA,Inside,Gtl,Gd,PConc,TA,Y,No,2Story,None,WD,Lvl,GLQ,NoRidge,VinylSd,Reg,Normal,Gd,BrkFace,Hip,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,12,2006,2,2,290000,12.57763965
73,8688,7,5,228,1616,1616,1616,0,0,2,0,3,0,3,208,59,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,Av,1Story,None,WD,Lvl,Unf,Somerst,VinylSd,Reg,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,4,2006,1,1,232000,12.35449696
32,3363,7,5,117,976,976,1708,0,0,2,0,3,0,2,0,40,Unf,Maj1,TA,Inside,Gtl,Gd,PConc,None,Y,No,2Story,None,WD,Lvl,Unf,Edwards,VinylSd,Reg,Normal,Gd,Stone,Gable,TA,Gd,Ex,Norm,Y,TwnhsE,RM,Detchd,SBrkr,4,2006,1,1,130000,11.77529742
108,13173,9,5,300,80,1652,1652,1,0,2,0,2,2,2,404,102,Fin,Typ,TA,Corner,Gtl,Ex,PConc,Ex,Y,No,1Story,None,WD,Lvl,GLQ,NridgHt,VinylSd,IR1,Normal,Ex,Stone,Hip,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,11,2009,1,1,325000,12.69158354
48,6955,7,5,94,1368,1368,1368,0,0,2,0,2,1,2,132,35,RFn,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,No,1Story,None,New,Lvl,Unf,NridgHt,VinylSd,IR1,Partial,Gd,Stone,Gable,TA,Gd,Ex,Norm,Y,TwnhsE,RL,Attchd,SBrkr,9,2006,1,1,202500,12.2185001
60,8072,5,5,0,244,990,990,1,0,1,0,3,0,2,0,64,Unf,Typ,Gd,Inside,Gtl,Gd,PConc,None,Y,No,1Story,None,WD,Lvl,ALQ,CollgCr,VinylSd,Reg,Normal,TA,None,Gable,Gd,TA,Ex,Norm,Y,1Fam,RL,Detchd,SBrkr,5,2009,2,2,138000,11.83501621
100,12000,5,7,0,172,924,1122,1,0,1,0,2,0,2,0,36,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,GdWo,WD,Lvl,GLQ,OldTown,MetalSd,Reg,Normal,Gd,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RM,Attchd,SBrkr,5,2008,6,1,147000,11.89819467
67,7153,6,5,88,78,1278,1294,1,0,2,0,3,0,2,112,51,RFn,Typ,TA,Inside,Gtl,Gd,CBlock,None,Y,No,1Story,GdWo,WD,Lvl,GLQ,SawyerW,HdBoard,Reg,Normal,Gd,BrkFace,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2008,2,2,179200,12.09626336
100,17500,7,8,0,496,1902,1902,1,0,2,0,3,2,2,0,369,Fin,Typ,TA,Inside,Gtl,Gd,PConc,TA,Y,Av,1Story,None,WD,Lvl,GLQ,Crawfor,HdBoard,Reg,Normal,Ex,None,Gable,Gd,Gd,TA,PosA,Y,1Fam,RL,Attchd,SBrkr,5,2010,6,1,335000,12.7218888
68,8814,7,5,80,349,1274,1274,1,0,2,0,3,0,2,264,98,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,1Story,None,New,Lvl,GLQ,CollgCr,VinylSd,Reg,Partial,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,1,2007,1,1,203000,12.22096618
89,9572,8,5,336,971,1453,2810,0,0,2,1,4,1,2,500,0,RFn,Typ,TA,Inside,Gtl,Ex,PConc,Ex,Y,No,2Story,None,WD,Lvl,GLQ,NoRidge,Wd Sdng,IR1,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2007,2,2,302000,12.61818561
108,14774,9,5,165,1393,1393,2599,0,0,2,1,4,1,3,668,30,Fin,Typ,TA,Corner,Gtl,Gd,PConc,TA,Y,No,2Story,None,WD,Lvl,Unf,NoRidge,VinylSd,IR1,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,5,2010,2,2,333168,12.71640515
